Date,State,District,Mandi,Crop,Season,Month,Year,Arrival Quantity (Tonnes),Market Price (₹/kg),Minimum Price,Maximum Price,Rainfall (mm),Temperature (°C),Humidity (%),Fuel Price,Transport Cost (₹/kg),Distance (km),Festival Season,Supply Index,Demand Index
2020-07-17,Haryana,Karnal,Karnal APMC,Coconut,Monsoon,7,2020,163.9,26.13,23.55,27.45,108.0,29.4,85.6,86.25,1.02,236,No,82,66
2024-05-24,Punjab,Ludhiana,Ludhiana APMC,Ragi,Summer,5,2024,22.6,24.37,22.17,28.59,5.1,32.1,26.9,90.89,1.29,284,No,101,80
2025-11-24,Andhra Pradesh,Guntur,Guntur APMC,Ragi,Post-Monsoon,11,2025,319.7,34.22,29.16,39.21,9.2,21.3,78.7,93.83,1.24,265,No,70,78
2024-03-04,Punjab,Ludhiana,Ludhiana APMC,Groundnut,Summer,3,2024,283.5,112.6,98.35,127.82,6.8,31.4,60.0,92.75,0.38,82,No,71,117
2020-05-06,Gujarat,Surat,Surat APMC,Urad,Summer,5,2020,361.6,79.38,73.17,87.43,8.1,43.6,49.1,84.13,0.61,146,No,105,104
2023-01-27,Haryana,Rohtak,Rohtak APMC,Sunflower,Winter,1,2023,10.6,211.21,199.86,225.04,5.3,8.9,50.4,91.42,0.33,73,Yes,53,170
2024-06-06,Punjab,Amritsar,Amritsar Market,Maize,Monsoon,6,2024,324.0,36.81,34.48,42.31,117.4,30.4,83.8,93.26,0.69,147,No,67,95
2021-05-07,Maharashtra,Nashik,Lasalgaon APMC,Potato,Summer,5,2021,211.0,20.27,17.59,22.39,0.9,39.7,22.0,85.66,0.17,39,No,74,76
2022-12-04,Tamil Nadu,Madurai,Paravai Market,Moong,Winter,12,2022,156.2,113.2,101.57,125.56,6.7,15.6,65.8,91.57,0.1,22,No,79,118
2024-07-20,Maharashtra,Pune,Pune APMC,Sunflower,Monsoon,7,2024,85.7,64.64,59.86,74.66,131.1,25.1,79.0,95.41,0.12,26,No,78,83
2023-12-22,Karnataka,Bengaluru,K.R. Market,Mustard,Winter,12,2023,393.7,40.37,34.55,42.82,8.1,15.3,40.3,94.0,0.3,64,No,96,68
2023-02-09,Haryana,Panipat,Panipat Market,Mustard,Winter,2,2023,236.2,68.55,62.73,80.62,4.7,5.4,43.1,92.14,0.81,175,No,93,105
2024-06-03,Punjab,Ludhiana,Ludhiana APMC,Groundnut,Monsoon,6,2024,329.6,88.01,80.12,95.17,64.1,26.4,82.1,94.47,0.07,15,No,79,101
2023-02-04,Kerala,Palakkad,Palakkad APMC,Gram (Chana),Winter,2,2023,212.0,76.11,66.76,90.6,4.3,21.4,41.0,89.21,1.04,234,No,75,105
2021-08-20,Kerala,Ernakulam,Ernakulam Central,Tur (Arhar),Monsoon,8,2021,123.5,143.24,125.61,169.14,88.5,30.8,88.2,87.01,0.82,189,No,52,109
2025-07-12,Telangana,Karimnagar,Karimnagar APMC,Mustard,Monsoon,7,2025,303.3,69.45,62.98,79.01,109.5,30.5,95.7,94.3,0.52,110,No,71,79
2025-09-02,Maharashtra,Mumbai,Vashi APMC,Potato,Monsoon,9,2025,244.8,19.0,17.38,22.3,163.4,27.9,77.3,94.78,0.49,104,No,88,74
2022-01-09,Telangana,Karimnagar,Karimnagar APMC,Paddy,Winter,1,2022,589.0,30.52,27.78,36.12,4.8,15.6,63.1,89.68,0.52,117,Yes,121,168
2024-07-28,Karnataka,Bengaluru,Yeshwanthpur APMC,Paddy,Monsoon,7,2024,24.1,46.29,41.17,55.29,127.3,26.8,92.7,90.36,0.05,12,No,66,117
2023-12-25,Tamil Nadu,Thanjavur,Thanjavur APMC,Coconut,Winter,12,2023,114.0,24.1,20.84,26.25,6.9,11.6,55.9,93.57,0.36,76,No,90,65
2023-05-01,Telangana,Warangal,Enumamula APMC,Moong,Summer,5,2023,17.1,90.26,84.57,105.28,3.8,38.5,55.8,93.32,0.81,173,No,91,101
2021-01-23,Maharashtra,Mumbai,Vashi APMC,Onion,Winter,1,2021,259.5,50.03,45.64,55.49,6.1,14.4,62.0,85.06,1.19,279,Yes,80,130
2022-03-02,Andhra Pradesh,Chittoor,Chittoor APMC,Paddy,Summer,3,2022,211.2,32.68,30.55,34.46,1.5,35.9,55.1,91.35,0.4,88,No,63,84
2020-06-16,Haryana,Karnal,Karnal APMC,Potato,Monsoon,6,2020,204.6,18.6,17.56,22.03,169.5,28.1,94.2,83.29,0.57,136,No,72,69
2022-03-09,Andhra Pradesh,Kurnool,Kurnool Market,Bajra,Summer,3,2022,195.4,36.33,32.14,39.81,7.1,31.1,43.0,86.39,0.59,136,No,65,106
2021-05-27,Tamil Nadu,Thanjavur,Thanjavur APMC,Tur (Arhar),Summer,5,2021,308.2,59.61,55.01,66.11,8.9,40.7,50.5,86.43,0.96,222,No,85,75
2020-06-12,Haryana,Karnal,Karnal APMC,Onion,Monsoon,6,2020,237.5,63.11,55.39,67.27,98.5,28.6,99.4,86.36,0.25,58,No,62,102
2025-12-24,Gujarat,Rajkot,Rajkot Market,Paddy,Winter,12,2025,329.2,11.0,10.04,11.85,7.3,19.1,45.9,95.36,1.13,237,No,169,81
2021-06-30,Gujarat,Ahmedabad,Ahmedabad APMC,Soybean,Monsoon,6,2021,407.9,47.24,41.82,53.89,51.4,29.5,86.3,86.68,0.66,152,No,82,78
2022-08-22,Andhra Pradesh,Chittoor,Chittoor APMC,Ragi,Monsoon,8,2022,99.5,60.05,52.85,67.07,183.5,25.9,88.9,86.26,1.04,240,Yes,68,131
2021-07-03,Karnataka,Hubli,Hubli APMC,Cotton,Monsoon,7,2021,431.2,58.41,53.03,61.6,160.5,25.8,89.6,85.59,0.4,93,No,98,90
2023-09-03,Punjab,Amritsar,Amritsar Market,Cotton,Monsoon,9,2023,192.3,81.92,76.8,91.08,176.1,30.6,74.1,91.86,1.21,263,No,83,95
2023-07-05,Punjab,Jalandhar,Jalandhar APMC,Onion,Monsoon,7,2023,314.0,47.64,44.22,54.24,148.8,33.8,85.3,91.65,0.8,174,No,85,92
2022-07-22,Telangana,Warangal,Enumamula APMC,Groundnut,Monsoon,7,2022,63.1,38.61,33.61,40.59,75.7,34.2,95.5,91.9,0.08,17,No,108,67
2021-01-07,Punjab,Amritsar,Amritsar Market,Cotton,Winter,1,2021,403.6,41.48,36.95,47.49,6.5,21.3,47.2,86.83,0.58,134,No,103,64
2022-12-18,Karnataka,Bengaluru,K.R. Market,Moong,Winter,12,2022,180.4,89.84,84.66,105.85,1.8,9.4,58.8,91.38,0.69,152,No,55,64
2021-09-03,Telangana,Hyderabad,Kukatpally APMC,Coconut,Monsoon,9,2021,417.6,26.76,23.09,30.72,75.3,32.3,83.8,87.87,0.4,91,No,104,86
2021-05-14,Tamil Nadu,Coimbatore,Mettupalayam Market,Cotton,Summer,5,2021,142.3,87.24,79.04,94.79,3.5,41.9,41.0,87.6,0.1,22,No,58,81
2024-08-18,Kerala,Palakkad,Palakkad APMC,Wheat,Monsoon,8,2024,211.0,49.29,44.14,55.46,67.9,25.5,96.3,92.07,0.33,71,Yes,102,156
2024-12-20,Karnataka,Belagavi,Belagavi Market,Potato,Winter,12,2024,170.8,28.6,24.93,31.6,5.8,17.1,64.5,91.52,0.44,97,No,68,92
2020-02-28,Maharashtra,Mumbai,Vashi APMC,Tomato,Winter,2,2020,240.8,28.15,25.16,33.65,2.7,10.5,52.9,83.81,0.62,149,No,68,92
2025-11-04,Maharashtra,Pune,Pune APMC,Gram (Chana),Post-Monsoon,11,2025,67.4,97.83,87.37,110.38,9.5,34.5,54.3,94.03,1.12,239,Yes,101,151
2025-08-09,Maharashtra,Nashik,Lasalgaon APMC,Gram (Chana),Monsoon,8,2025,25.6,91.09,81.45,100.56,79.8,32.8,89.4,93.74,0.76,163,Yes,108,142
2022-11-13,Punjab,Jalandhar,Jalandhar APMC,Ragi,Post-Monsoon,11,2022,316.2,26.2,24.09,29.76,8.1,28.0,88.0,87.11,0.3,69,No,76,69
2022-12-17,Gujarat,Rajkot,Rajkot Market,Paddy,Winter,12,2022,118.4,11.0,10.32,12.91,3.4,21.3,54.6,90.01,1.32,293,No,177,83
2022-08-03,Kerala,Thrissur,Thrissur Market,Moong,Monsoon,8,2022,57.3,225.14,208.83,246.99,82.0,29.3,82.3,89.76,0.84,187,Yes,64,167
2025-10-04,Andhra Pradesh,Chittoor,Chittoor APMC,Tur (Arhar),Post-Monsoon,10,2025,13.1,160.5,145.64,175.28,1.9,18.4,72.4,97.77,0.39,80,Yes,75,133
2024-09-01,Tamil Nadu,Coimbatore,Mettupalayam Market,Wheat,Monsoon,9,2024,106.0,21.38,18.53,23.92,127.4,26.9,81.5,95.22,0.73,153,No,82,63
2022-03-13,Punjab,Jalandhar,Jalandhar APMC,Mustard,Summer,3,2022,7.8,127.7,120.2,142.97,7.9,37.6,49.2,91.74,0.54,117,No,51,112
2021-09-03,Andhra Pradesh,Guntur,Guntur APMC,Jowar,Monsoon,9,2021,270.7,25.1,23.48,26.96,101.8,35.0,89.3,86.1,0.81,187,No,60,64
2020-02-21,Telangana,Warangal,Enumamula APMC,Paddy,Winter,2,2020,239.2,22.11,20.66,24.62,7.5,17.3,45.8,83.82,0.58,139,No,108,104
2022-11-24,Haryana,Panipat,Panipat Market,Ragi,Post-Monsoon,11,2022,58.7,84.52,74.63,93.95,9.8,32.9,80.6,87.73,0.38,87,Yes,63,171
2021-11-16,Tamil Nadu,Madurai,Madurai Central,Jowar,Post-Monsoon,11,2021,156.4,17.89,16.54,20.69,0.7,29.7,83.9,85.22,0.17,39,Yes,97,76
2023-12-23,Telangana,Karimnagar,Karimnagar APMC,Moong,Winter,12,2023,261.3,65.0,56.26,74.47,9.4,11.8,45.5,88.7,0.21,48,No,88,70
2023-07-10,Karnataka,Mysuru,Mysuru APMC,Sunflower,Monsoon,7,2023,223.5,70.12,61.09,81.34,179.8,27.9,72.9,89.08,0.05,11,No,67,83
2021-12-09,Haryana,Rohtak,Rohtak APMC,Paddy,Winter,12,2021,323.6,11.83,10.38,13.46,7.5,19.0,43.9,84.42,0.41,96,No,140,90
2022-11-06,Karnataka,Bengaluru,K.R. Market,Soybean,Post-Monsoon,11,2022,263.2,126.83,114.53,139.15,9.5,32.2,49.5,87.62,0.43,98,Yes,73,173
2025-06-01,Uttar Pradesh,Lucknow,Lucknow Mandi,Sunflower,Monsoon,6,2025,420.4,39.67,36.84,45.59,172.6,30.9,78.9,93.95,0.43,91,No,108,65
2021-01-25,Telangana,Hyderabad,Kukatpally APMC,Soybean,Winter,1,2021,184.7,54.49,47.13,59.16,9.6,16.2,48.5,88.48,0.23,51,No,84,94
2020-12-26,Uttar Pradesh,Varanasi,Varanasi APMC,Soybean,Winter,12,2020,13.9,51.89,44.4,58.09,6.0,7.9,63.1,85.03,1.04,244,No,97,102
2022-04-14,Maharashtra,Nagpur,Kalamna Market,Ragi,Summer,4,2022,133.1,32.22,29.48,35.92,8.2,34.5,34.1,90.42,0.93,206,No,104,118
2023-04-05,Punjab,Amritsar,Amritsar Market,Mustard,Summer,4,2023,261.5,89.7,84.34,95.08,6.9,31.4,27.4,91.55,1.3,284,No,56,84
2022-12-02,Andhra Pradesh,Kurnool,Kurnool Market,Gram (Chana),Winter,12,2022,181.3,94.54,86.17,102.76,0.6,19.5,61.5,90.85,0.46,102,No,67,119
2021-10-26,Maharashtra,Nagpur,Kalamna Market,Paddy,Post-Monsoon,10,2021,597.5,25.84,22.65,30.92,9.0,25.9,76.1,85.6,0.82,191,Yes,154,176
2021-03-18,Uttar Pradesh,Kanpur,Kanpur Mandi,Gram (Chana),Summer,3,2021,448.5,41.33,36.59,47.38,6.7,43.2,59.1,85.47,0.47,109,No,92,70
2025-06-11,Karnataka,Bengaluru,Yeshwanthpur APMC,Maize,Monsoon,6,2025,244.4,30.17,28.13,33.58,164.3,26.4,79.7,92.91,1.12,242,No,83,97
2022-06-30,Gujarat,Rajkot,Rajkot Market,Potato,Monsoon,6,2022,101.5,25.54,22.16,30.1,192.2,25.9,89.7,86.34,0.19,43,No,81,100
2025-03-02,Haryana,Panipat,Panipat Market,Urad,Summer,3,2025,308.8,78.07,70.72,88.04,1.7,32.2,22.1,93.18,0.36,77,No,85,68
2024-11-21,Maharashtra,Pune,Pune APMC,Moong,Post-Monsoon,11,2024,435.9,134.1,126.92,150.27,2.9,32.7,76.1,95.91,0.76,159,Yes,97,135
2021-01-05,Haryana,Rohtak,Rohtak APMC,Groundnut,Winter,1,2021,262.4,118.18,106.18,136.22,5.9,12.3,41.2,86.82,0.22,50,Yes,83,149
2023-09-30,Gujarat,Surat,Surat APMC,Paddy,Monsoon,9,2023,376.8,26.86,23.23,30.05,68.7,29.4,82.7,91.97,1.3,283,No,87,90
2022-11-29,Tamil Nadu,Thanjavur,Thanjavur APMC,Coconut,Post-Monsoon,11,2022,115.6,57.08,51.59,61.73,0.8,29.6,82.0,86.97,0.1,23,Yes,88,145
2024-10-23,Telangana,Karimnagar,Karimnagar APMC,Cotton,Post-Monsoon,10,2024,535.0,30.0,26.95,33.05,7.9,17.6,83.8,94.21,0.81,172,No,169,64
2023-04-13,Andhra Pradesh,Kurnool,Kurnool Market,Tomato,Summer,4,2023,131.2,35.24,32.91,39.68,3.0,41.0,34.7,91.66,0.57,125,No,86,103
2023-01-06,Kerala,Kannur,Kannur Market,Tur (Arhar),Winter,1,2023,31.4,202.68,175.45,231.22,4.3,22.9,43.5,93.83,0.61,130,Yes,60,158
2022-08-24,Tamil Nadu,Coimbatore,Coimbatore APMC,Potato,Monsoon,8,2022,37.5,51.74,47.26,58.44,67.1,30.3,70.4,87.54,0.46,106,Yes,63,148
2021-11-21,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Post-Monsoon,11,2021,32.5,41.94,38.6,48.55,0.7,27.8,39.0,84.36,0.69,164,Yes,83,134
2025-09-02,Uttar Pradesh,Kanpur,Kanpur Mandi,Bajra,Monsoon,9,2025,25.5,30.09,26.64,33.89,85.1,27.4,83.7,94.1,0.2,43,No,98,112
2022-02-14,Uttar Pradesh,Kanpur,Kanpur Mandi,Tur (Arhar),Winter,2,2022,94.1,85.29,77.0,99.95,7.2,21.2,61.9,90.39,0.32,71,No,86,95
2021-01-10,Kerala,Kannur,Kannur Market,Tomato,Winter,1,2021,151.0,50.61,43.78,53.29,4.0,16.4,44.6,87.61,0.05,11,Yes,75,163
2024-08-09,Tamil Nadu,Tiruppur,Palladam Market,Groundnut,Monsoon,8,2024,214.4,190.3,175.79,208.86,159.2,33.2,82.8,95.76,0.74,154,Yes,64,179
2020-03-02,Tamil Nadu,Trichy,Gandhi Market,Ragi,Summer,3,2020,352.8,21.34,19.21,24.42,2.1,42.5,56.1,84.82,0.16,38,No,88,75
2025-08-17,Haryana,Rohtak,Rohtak APMC,Tur (Arhar),Monsoon,8,2025,100.9,100.04,92.14,107.46,182.0,31.5,89.8,95.5,0.95,198,No,90,107
2023-05-22,Gujarat,Surat,Surat APMC,Coconut,Summer,5,2023,31.9,34.87,31.25,38.98,3.6,41.1,43.8,93.93,0.8,170,No,63,62
2025-07-22,Punjab,Ludhiana,Ludhiana APMC,Maize,Monsoon,7,2025,285.8,42.46,37.37,47.19,58.4,29.5,97.1,92.93,0.2,44,No,76,119
2025-02-23,Maharashtra,Nashik,Pimpalgaon,Sunflower,Winter,2,2025,205.2,46.46,41.18,49.2,6.1,12.6,64.5,95.11,1.39,293,No,103,76
2024-02-01,Telangana,Hyderabad,Bowenpally Market,Onion,Winter,2,2024,100.9,33.73,31.24,36.75,5.3,22.6,48.3,92.06,1.0,217,No,66,74
2025-01-04,Tamil Nadu,Trichy,Gandhi Market,Onion,Winter,1,2025,69.3,33.71,30.98,39.16,5.1,22.6,52.4,93.58,0.63,134,No,79,89
2024-08-17,Gujarat,Surat,Surat APMC,Urad,Monsoon,8,2024,70.9,209.34,180.65,241.19,94.0,25.3,73.8,93.31,0.74,159,Yes,77,165
2022-09-05,Kerala,Ernakulam,Ernakulam Central,Groundnut,Monsoon,9,2022,393.3,69.34,62.5,74.15,80.6,28.5,91.1,90.28,1.02,225,No,80,92
2023-02-09,Haryana,Rohtak,Rohtak APMC,Gram (Chana),Winter,2,2023,230.5,59.49,54.14,66.92,4.5,12.0,66.8,92.03,0.89,193,No,97,99
2024-08-03,Andhra Pradesh,Kurnool,Kurnool Market,Moong,Monsoon,8,2024,252.1,204.19,179.97,217.9,51.4,27.4,87.8,90.91,0.63,138,Yes,70,152
2020-10-12,Gujarat,Surat,Surat APMC,Paddy,Post-Monsoon,10,2020,199.5,21.25,18.96,23.28,6.8,19.8,82.5,87.34,0.62,142,Yes,159,162
2022-05-15,Tamil Nadu,Coimbatore,Mettupalayam Market,Paddy,Summer,5,2022,94.2,40.02,37.3,42.79,0.7,44.6,20.7,91.44,0.61,134,No,52,88
2021-02-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Gram (Chana),Winter,2,2021,274.4,50.86,44.18,59.39,9.2,5.4,50.4,86.97,0.79,181,No,76,71
2021-05-21,Punjab,Ludhiana,Ludhiana APMC,Groundnut,Summer,5,2021,17.5,137.45,124.8,163.08,9.3,35.9,30.6,87.27,0.37,84,No,52,118
2022-09-29,Telangana,Hyderabad,Kukatpally APMC,Soybean,Monsoon,9,2022,195.6,67.01,60.02,78.88,168.2,33.4,79.0,88.05,0.57,129,No,75,100
2025-03-03,Maharashtra,Mumbai,Vashi APMC,Onion,Summer,3,2025,167.6,63.96,60.52,68.32,9.1,31.7,33.6,94.6,0.77,162,No,52,105
2023-03-20,Uttar Pradesh,Kanpur,Kanpur Mandi,Gram (Chana),Summer,3,2023,28.4,93.39,87.21,105.54,4.5,41.1,34.7,88.87,0.76,172,No,69,110
2023-06-09,Haryana,Karnal,Karnal APMC,Moong,Monsoon,6,2023,363.1,67.35,58.85,75.58,173.9,26.4,98.2,93.37,0.49,105,No,82,66
2025-11-16,Kerala,Palakkad,Palakkad APMC,Urad,Post-Monsoon,11,2025,29.1,220.39,191.9,252.42,4.6,29.8,71.7,95.37,1.36,286,Yes,66,146
2022-12-04,Kerala,Palakkad,Palakkad APMC,Urad,Winter,12,2022,373.0,55.86,51.57,66.22,8.8,24.1,62.3,88.25,0.3,69,No,89,60
2021-01-14,Telangana,Hyderabad,Kukatpally APMC,Sunflower,Winter,1,2021,202.5,168.64,157.28,179.83,10.0,21.5,67.5,89.2,0.59,133,Yes,65,176
2020-03-08,Karnataka,Hubli,Hubli APMC,Cotton,Summer,3,2020,319.7,59.69,51.49,63.06,2.1,31.7,46.4,87.11,1.0,229,No,106,104
2020-02-11,Uttar Pradesh,Agra,Agra APMC,Potato,Winter,2,2020,212.5,26.05,22.76,30.26,7.0,16.2,48.6,87.9,0.22,49,No,90,119
2021-02-20,Telangana,Karimnagar,Karimnagar APMC,Maize,Winter,2,2021,120.9,28.2,26.72,32.51,8.5,22.1,57.9,88.67,0.15,34,No,64,80
2022-09-18,Haryana,Rohtak,Rohtak APMC,Potato,Monsoon,9,2022,63.5,21.23,19.93,23.43,105.3,28.1,88.9,89.6,0.31,70,No,63,64
2024-07-13,Maharashtra,Pune,Pune APMC,Maize,Monsoon,7,2024,90.1,34.92,31.18,37.0,169.3,32.3,86.8,90.32,0.51,114,No,81,111
2025-10-05,Punjab,Ludhiana,Ludhiana APMC,Jowar,Post-Monsoon,10,2025,364.7,33.31,29.02,36.01,1.1,23.7,79.7,94.72,1.3,274,Yes,76,90
2024-08-29,Tamil Nadu,Madurai,Madurai Central,Sunflower,Monsoon,8,2024,197.5,110.09,103.21,119.02,193.3,31.8,81.9,90.61,1.26,278,Yes,86,143
2023-05-30,Maharashtra,Nashik,Pimpalgaon,Onion,Summer,5,2023,92.8,50.63,46.44,58.93,2.6,41.4,25.2,90.36,0.79,174,No,61,105
2022-08-10,Punjab,Jalandhar,Jalandhar APMC,Cotton,Monsoon,8,2022,206.6,107.12,93.8,127.72,186.3,32.4,97.1,87.47,1.1,251,No,71,110
2020-07-14,Punjab,Jalandhar,Jalandhar APMC,Urad,Monsoon,7,2020,217.7,149.8,130.74,158.77,121.2,25.8,75.0,86.23,1.03,238,No,64,120
2020-02-05,Maharashtra,Nagpur,Kalamna Market,Bajra,Winter,2,2020,225.1,27.19,25.64,30.78,5.4,12.0,58.9,85.37,0.21,50,No,85,110
2020-04-27,Tamil Nadu,Tiruppur,Palladam Market,Groundnut,Summer,4,2020,129.3,63.72,54.78,73.74,4.6,39.8,37.0,83.0,0.55,133,No,56,65
2025-12-28,Punjab,Ludhiana,Ludhiana APMC,Groundnut,Winter,12,2025,504.4,80.44,71.88,94.7,9.0,6.1,66.7,92.12,0.54,117,No,101,115
2021-04-04,Gujarat,Ahmedabad,Ahmedabad APMC,Mustard,Summer,4,2021,311.2,72.79,65.34,77.82,4.3,31.5,26.5,85.7,0.89,207,No,91,120
2022-02-16,Karnataka,Belagavi,Belagavi Market,Mustard,Winter,2,2022,77.8,60.44,52.58,66.17,8.3,14.4,56.4,90.55,0.5,110,No,78,85
2021-05-30,Maharashtra,Nagpur,Kalamna Market,Cotton,Summer,5,2021,466.9,70.92,62.34,76.55,0.3,31.6,28.6,85.05,1.27,298,No,109,118
2024-06-18,Kerala,Thrissur,Thrissur Market,Paddy,Monsoon,6,2024,231.8,26.54,23.85,31.09,150.9,31.7,77.0,93.99,0.67,142,No,93,96
2023-06-03,Uttar Pradesh,Agra,Agra APMC,Wheat,Monsoon,6,2023,69.2,19.36,16.91,22.08,81.6,35.0,89.9,93.68,0.99,212,No,96,63
2025-01-16,Andhra Pradesh,Kurnool,Kurnool Market,Moong,Winter,1,2025,122.4,85.02,79.07,91.77,6.8,20.0,41.1,94.13,1.17,249,No,75,74
2024-10-25,Karnataka,Bengaluru,Yeshwanthpur APMC,Maize,Post-Monsoon,10,2024,44.7,10.63,9.69,12.11,3.0,19.8,43.4,91.13,0.75,165,No,177,90
2023-12-10,Gujarat,Surat,Surat APMC,Moong,Winter,12,2023,47.3,109.17,97.43,116.4,2.9,18.3,46.6,89.4,0.41,91,No,71,93
2022-01-30,Haryana,Karnal,Karnal APMC,Mustard,Winter,1,2022,19.4,104.75,91.13,114.74,8.4,10.3,58.9,87.85,0.93,212,Yes,88,145
2022-03-20,Punjab,Ludhiana,Ludhiana APMC,Cotton,Summer,3,2022,239.6,124.88,113.59,146.33,5.3,42.6,50.1,92.0,0.51,111,No,54,97
2021-12-20,Maharashtra,Nashik,Pimpalgaon,Maize,Winter,12,2021,122.8,27.04,25.4,31.07,1.3,19.4,57.9,85.12,1.1,258,No,71,84
2021-01-20,Tamil Nadu,Erode,Erode Market,Onion,Winter,1,2021,378.4,55.89,51.28,61.76,1.4,18.9,65.7,87.72,0.26,59,Yes,76,145
2020-01-21,Punjab,Jalandhar,Jalandhar APMC,Groundnut,Winter,1,2020,220.7,108.48,97.11,125.81,2.9,18.9,45.2,84.08,1.1,262,No,54,99
2023-03-31,Uttar Pradesh,Varanasi,Varanasi APMC,Soybean,Summer,3,2023,116.7,47.43,43.31,55.61,2.6,34.7,25.3,89.32,0.93,209,No,91,79
2024-10-01,Haryana,Karnal,Karnal APMC,Jowar,Post-Monsoon,10,2024,44.8,34.94,31.49,41.64,5.3,18.1,39.5,93.51,0.9,193,Yes,66,84
2022-07-31,Maharashtra,Nagpur,Kalamna Market,Ragi,Monsoon,7,2022,125.7,20.29,18.04,22.47,123.6,31.3,86.6,90.16,0.5,112,No,92,66
2025-03-03,Punjab,Ludhiana,Ludhiana APMC,Cotton,Summer,3,2025,326.0,119.12,108.84,134.35,6.1,33.8,50.1,92.74,0.54,117,No,74,114
2023-01-16,Uttar Pradesh,Kanpur,Kanpur Mandi,Potato,Winter,1,2023,172.3,38.07,34.07,43.01,5.0,12.7,68.4,91.13,1.31,287,Yes,86,136
2023-06-11,Karnataka,Bengaluru,Yeshwanthpur APMC,Potato,Monsoon,6,2023,276.8,19.28,17.78,21.49,118.0,32.4,90.0,93.47,0.66,142,No,89,83
2023-07-16,Gujarat,Ahmedabad,Ahmedabad APMC,Jowar,Monsoon,7,2023,520.8,22.32,20.85,25.78,77.0,31.6,93.2,89.86,0.88,196,No,108,92
2023-09-19,Punjab,Jalandhar,Jalandhar APMC,Soybean,Monsoon,9,2023,171.1,68.58,63.31,72.15,52.5,31.6,93.2,92.8,0.74,160,No,55,70
2021-02-18,Gujarat,Ahmedabad,Ahmedabad APMC,Coconut,Winter,2,2021,234.4,70.16,65.36,75.1,3.1,22.6,54.6,86.9,0.82,189,No,54,116
2022-02-07,Gujarat,Ahmedabad,Ahmedabad APMC,Mustard,Winter,2,2022,252.7,35.3,33.51,40.7,1.2,8.4,42.7,90.38,0.16,35,No,99,61
2023-06-21,Haryana,Karnal,Karnal APMC,Cotton,Monsoon,6,2023,305.7,85.2,72.6,97.96,191.5,34.3,75.9,90.85,0.89,195,No,95,112
2024-10-24,Uttar Pradesh,Kanpur,Kanpur Mandi,Urad,Post-Monsoon,10,2024,39.0,57.88,52.67,66.67,9.2,22.1,35.6,94.57,0.87,185,No,104,64
2024-01-22,Kerala,Ernakulam,Ernakulam Central,Moong,Winter,1,2024,393.4,54.33,47.34,63.64,1.1,23.2,59.5,95.54,0.28,59,No,103,68
2023-05-30,Maharashtra,Nashik,Lasalgaon APMC,Gram (Chana),Summer,5,2023,324.0,68.09,59.68,81.66,9.0,35.6,56.7,89.19,0.69,155,No,77,92
2021-09-06,Karnataka,Mysuru,Mysuru APMC,Jowar,Monsoon,9,2021,350.5,21.82,19.71,25.06,60.6,28.2,88.1,87.19,0.65,148,No,108,101
2025-06-22,Andhra Pradesh,Chittoor,Chittoor APMC,Soybean,Monsoon,6,2025,282.5,42.33,37.8,45.33,136.7,27.5,71.8,94.2,1.23,262,No,88,67
2022-06-04,Kerala,Thrissur,Thrissur Market,Onion,Monsoon,6,2022,53.6,48.64,43.28,52.37,167.3,33.7,74.0,91.68,0.79,173,No,98,116
2023-02-01,Andhra Pradesh,Chittoor,Chittoor APMC,Cotton,Winter,2,2023,20.7,94.81,86.55,101.81,3.4,19.6,50.1,88.37,0.05,12,No,74,101
2023-03-20,Uttar Pradesh,Agra,Agra APMC,Mustard,Summer,3,2023,110.5,76.65,70.43,89.88,0.6,44.9,46.3,89.89,0.62,137,No,60,75
2020-04-25,Kerala,Thrissur,Thrissur Market,Moong,Summer,4,2020,159.5,47.24,40.54,54.26,8.3,35.7,37.5,83.62,1.04,248,No,101,68
2023-06-17,Karnataka,Belagavi,Belagavi Market,Potato,Monsoon,6,2023,108.5,29.3,25.27,33.0,70.7,29.6,83.6,93.96,1.26,269,No,73,104
2020-07-07,Uttar Pradesh,Varanasi,Varanasi APMC,Moong,Monsoon,7,2020,223.8,97.95,84.51,105.37,78.8,33.6,98.1,87.22,0.91,208,No,53,68
2022-05-05,Telangana,Karimnagar,Karimnagar APMC,Paddy,Summer,5,2022,60.9,21.9,20.33,23.56,9.7,34.4,21.1,91.76,0.32,70,No,98,87
2021-01-03,Maharashtra,Mumbai,Vashi APMC,Maize,Winter,1,2021,165.3,38.81,33.53,46.46,3.4,7.6,64.4,85.56,0.45,106,No,70,118
2020-08-27,Gujarat,Ahmedabad,Ahmedabad APMC,Sunflower,Monsoon,8,2020,185.4,120.45,108.23,139.04,80.9,33.3,88.3,87.22,0.57,131,Yes,80,165
2025-05-30,Tamil Nadu,Salem,Salem APMC,Maize,Summer,5,2025,48.3,43.82,41.44,50.44,2.7,35.4,39.0,95.97,1.25,261,No,56,98
2023-09-09,Tamil Nadu,Erode,Erode Market,Urad,Monsoon,9,2023,423.4,49.35,43.18,56.38,169.2,27.7,92.4,89.82,1.16,259,No,105,62
